rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
176,"spotify:track:5BRsrxiZkFkOl7YotaLQEp","BOWKYLION","ส่วนต่าง (do it without me)","What The Duck",16,137,63,"250969"
177,"spotify:track:03Pc18Z9L1n2LcyBb6SKZ1","BLVCKHEART, 2TFLOW","ฟีโรโมน","BlackHeart",24,197,98,"249323"
178,"spotify:track:0jxzVn8rr59knZFALDokLy","atom chanakan","ทางของฝุ่น (Dust)","GMM Music Public Company Limited",74,117,98,"247602"
179,"spotify:track:01rXepgii5VjwHUaajNMmm","PUN","Goodbye","Universal Music (Thailand) Ltd.",10,194,69,"247045"
180,"spotify:track:3Vkzgf11Ubecqccu8Wxu8w","Cocktail, ปั๊บ Potato, ตูน BODYSLAM","ความคาดหวัง (feat. ตูน BODYSLAM, ปั๊บ Potato)","GMM Music Public Company Limited",45,-1,36,"246066"
181,"spotify:track:3kpr6KbvKveACnE90jsk47","iluvujayjay","หอมปากหอมคอ","iluvujayjay",181,-1,1,"244293"
182,"spotify:track:09beOtPEjTgYLXNzYFjfLU","Pondering","เพลงนี้ผมเขียนให้เธอ","Pondering",68,-1,46,"244210"
183,"spotify:track:79yQQnouyRz6n9TEKxbHM5","Anatomy Rabbit","Extraordinary","Anatomy Rabbit",1,-1,219,"243623"
184,"spotify:track:6KRj0vz2JEk8Ykt1Q0KKZX","Bedroom Audio","เพลงที่เธอไม่ฟัง","Tero Music",11,200,71,"242923"
185,"spotify:track:25a2Lu7yr7UiZjGhCsZBE0","The BESTS, Saran, BLVCKHEART, SLOWVXNZ, -","อยากให้เธออยู่ตรงนี้","Slowvxnz",130,-1,26,"242211"
186,"spotify:track:4SqWKzw0CbA05TGszDgMlc","The Walters","I Love You So","Warner Records",31,183,148,"240744"
187,"spotify:track:1rHCpL5fzMrHwhFA5rk6wO","BADMIXY, JEEP","Just For You","BADMIXY",34,-1,18,"240096"
188,"spotify:track:4gkiXKGyp4PnHnOO70q8bK","NCT DREAM","BTTF","SM Entertainment",88,134,4,"239986"
189,"spotify:track:3PsB1HkYkzegKJfz4I5q4e","JODAI","หลง","Mellow Me",80,-1,14,"239686"
190,"spotify:track:5DxDLsW6PsLz5gkwC7Mk5S","Rumi, Jinu, EJAE, Andrew Choi, KPop Demon Hunters Cast","Free","K-Pop Demon Hunters",113,193,6,"239342"
191,"spotify:track:5wpiZoOgO0L8xAxHhJaUn7","Room 39","ความจริง","LOVEiS Entertainment",144,-1,22,"239269"
192,"spotify:track:262eVzp5Uu1RfeGaV5qIwm","Tilly Birds","แค่เธอเข้ามา (Worth The Wait)","GMM Music Public Company Limited",22,68,71,"235948"
193,"spotify:track:1kUyOJb3fzUo8r0OCz5SQk","JENNIE","Mantra","OA Entertainment/Columbia",3,170,42,"235944"
194,"spotify:track:5hXcptJwH8dr3s9ibOZUvp","Musketeers","ของขวัญ","Believe Records",92,-1,89,"233122"
195,"spotify:track:3be9ACTxtcL6Zm4vJRUiPG","yung kai","blue","BMG Rights Management (US) LLC",17,177,35,"231806"
196,"spotify:track:6XPCoGblXqyvcyp31vzRyL","YOUNGOHM","เฉยเมย","Youngohm",51,-1,30,"231220"
197,"spotify:track:0NrdH75exgYJWrF5M7fblm","Taxi","คิดถึงฉันไหมเวลาที่เธอ...","GMM Music Public Company Limited",153,163,11,"231110"
198,"spotify:track:2GOGJ3Zus0Fu47IDG1blo4","YOUNGOHM","อุ่นแกง","Already Deadd",125,-1,4,"230603"
199,"spotify:track:28WxTxO0DM9PyKBhvb8Vb0","Only Monday","บรรยากาศ","GMM Music Public Company Limited",19,114,112,"230460"
200,"spotify:track:6h4wrRIsO1OZEyw0uV9tH9","Kong Huayrai","บ่อิน","SONG RIDER",85,-1,15,"230437"
