rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
115,"spotify:track:0fK7ie6XwGxQTIkpFoWkd1","JENNIE","like JENNIE","OA Entertainment/Columbia",4,104,22,"209247"
116,"spotify:track:3c8s2bCBk3cn8Taete6Q5B","Phạm Kỳ","Anh Chẳng Thể","Yin Yang Media",91,125,16,"207292"
117,"spotify:track:27FOde2nUw0pFuj7hlPbaS","告五人","愛人錯過","Bin Music International Limited",112,136,5,"207237"
118,"spotify:track:7C0kNQRFtNhs7Ibx1Q4sLy","EM XINH ""SAY HI"", Phương Mỹ Chi, Phương Ly, Pháo, Chi Xê, WEAN","HỀ","Em Xinh Say Hi",12,92,7,"206065"
119,"spotify:track:2PYDUM2IC01FOTDLQdFxJP","W/N, Duongg, Nau","3 1 0 7 - 2 (feat. DuongG & Nau)","GUM GROUP",27,170,200,"205672"
120,"spotify:track:5VGOYjxkEaf19LoRPIolD2","The Wind, Dangrangto","Anh Muốn Nhìn Thấy Em","M Music Records",78,105,34,"205243"
121,"spotify:track:3H6nzsPNMttEvUl3ai3xN8","Chillies","Vùng Ký Ức","WM Vietnam",1,-1,88,"204147"
122,"spotify:track:65cM1nyMf9pFDZVV8xmPX9","GREY D","dự báo thời tiết hôm nay mưa","M Music Records",7,101,142,"202737"
123,"spotify:track:3b34161QoxLwsqhWSPy9i5","Da LAB","Thanh Xuân","Sony Music Entertainment",1,110,360,"202236"
124,"spotify:track:7asicziv1NB49eEA1ZPp2O","Phạm Kỳ","ANH VUI","LOOPS Music",106,157,8,"202176"
125,"spotify:track:6lsKF7KXLuCeKGluqpZoI6","Dangrangto, DONAL","tốt cho anh","Higher Dimension",125,-1,1,"201970"
126,"spotify:track:4jWmhzf53Q0ZvZMuGdiR9x","WEAN, tlinh","shhhhhhh..","WEAN",9,111,96,"201340"
127,"spotify:track:4qJSUFwZFouto5VZUlln75","tlinh, Trung Trần","Thích Quá Rùi Nà","Universal Music Indochina Distributed Labels",34,119,255,"201283"
128,"spotify:track:7jLSThU5Kg1RWt19Leiaxm","RPT MCK, Trung Trần","Chìm Sâu","N0L4B3L",1,123,180,"200729"
129,"spotify:track:50cmxP6KlnQA9IG3q5ckKD","Chillies","Mascara","WM Vietnam",3,-1,187,"199104"
130,"spotify:track:6PJ4rafx2ufoaPaTewsRfh","Minh Huy","Miên Man","LOOPS Music",11,121,101,"199024"
131,"spotify:track:3A9A7mfVDVm3rrS9SMGhg5","Kha","Hư không","MaiDao Music",22,107,82,"198828"
132,"spotify:track:2zRzmGerfTxc2epZHgaTdh","Ngọt, Đen","Cho Tôi Lang Thang","Ngọt",35,143,271,"198792"
133,"spotify:track:354swDEk1Zdo9y57fEqmRg","TeuYungBoy, BIG WIND, DONAL","ĐOÁ HOA","WORKAHOLIC$",8,106,21,"197884"
134,"spotify:track:7r9qRZOkoBz4lx0VLS8GOX","EM XINH ""SAY HI"", Orange, Phương Mỹ Chi, Han Sara, LAMOON","I'LL BE THERE","Em Xinh Say Hi",59,75,4,"197075"
135,"spotify:track:5zXCoF69UxPNLrpar8Rk7e","Nguyễn Hùng","Còn Gì Đẹp Hơn - Mưa Đỏ Original Soundtrack","Universal Music Indochina Distributed Labels",135,-1,1,"194389"
136,"spotify:track:51bYFYWODfYOZU0rwvjiCc","Binz, Đen","Cho Mình Em","Spacespeakers",32,146,89,"192371"
137,"spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr","Vũ.","Bước Qua Mùa Cô Đơn","WM Vietnam",1,-1,231,"192052"
138,"spotify:track:1izPmgSW7FV6XFdEOiTvOY","Changg, Minh Huy","Em Không Hiểu","Universal Music Indochina Distributed Labels",27,120,210,"190681"
139,"spotify:track:5tdz7T4hTxA1ipJMBe24uX","AMEE","ex's hate me, Pt.2","Yin Yang Media",13,126,146,"190516"
140,"spotify:track:6sH3hTKs0DcZvHASR7cQ6F","EM XINH ""SAY HI"", Bich Phuong, Tiên Tiên, Bảo Anh, Phương Mỹ Chi, LAMOON","CẦM KỲ THI HOẠ","Em Xinh Say Hi",19,109,9,"190388"
141,"spotify:track:7l4lXk92jV4Eg2r8ZRel4K","Mer, QUANGHUY, Hoan Le","Giấc mơ từng rất thơ (ý thơ người ví em là ánh trăng lẻ loi...)","Yin Yang Media",51,128,10,"190124"
142,"spotify:track:3ukrFH17Zl6iEZ2QJ1Zwiy","RPT Orijinn, Ronboogz","Don't Côi","Rapital",3,124,137,"189917"
143,"spotify:track:0fGJiHH6xSUJU1MAVjxq5m","Karik, GDucky","Bạn Đời","WM Vietnam",5,142,97,"189306"
144,"spotify:track:39XiO6D9cuMfJXObD6gVjY","HIEUTHUHAI","Nước Mắt Cá Sấu","M Music Records",3,130,19,"188976"
145,"spotify:track:7q1qYSyRkGT4ZaCc2ZQihP","Hoàng Tôn, Koo","Em Còn Nhớ Anh Không - Remastered","Hoàng Tôn",94,140,17,"187606"
146,"spotify:track:4OXAneZHFJyQV1RuzCzmH3","VSOUL, RPT MCK, Obito, Ronboogz, Boyzed","Buồn Hay Vui (feat. RPT MCK, Obito, Ronboogz & Boyzed)","12 trái lê",3,129,85,"184705"
