rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
69,"spotify:track:0yXKYYBPxOuakAOshy1cah","Sherine","Btmanna Ansak","Sony Music Entertainment",69,77,11,"35882"
70,"spotify:track:2ZjvQ6PqjX4KO9TWk7zm7n","Husam Al Rassam","3en B 3en- عين بعين","vin production",62,74,15,"35411"
71,"spotify:track:7MXVkk9YMctZqd1Srtv4MB","The Weeknd, Daft Punk","Starboy","Universal Republic Records",7,88,240,"34918"
72,"spotify:track:2xGjfbXZnI8uQDhukoQURQ","Cigarettes After Sex","K.","Partisan Records",28,82,173,"34698"
73,"spotify:track:4k5cIE57agyzclcXqEOWzk","علوش","ولعت ويش يطفيها","Tarab Tunes",68,68,6,"34378"
74,"spotify:track:3GCdLUSnKSMJhs4Tj6CV3s","Kendrick Lamar, SZA","All The Stars (with SZA) - From ""Black Panther: The Album""","Black Panther (TDE/DMG) PS",7,76,61,"34338"
75,"spotify:track:5XeFesFbtLpXzIVDNQP22n","Arctic Monkeys","I Wanna Be Yours","Domino Recording Co",4,84,172,"34318"
76,"spotify:track:0eaVIYo2zeOaGJeqZ5TwYz","Don Toliver","No Pole","Cactus Jack / Atlantic",33,86,47,"34131"
77,"spotify:track:3zEN0ii6s4DHHBpnTp3RP7","Empire Of The Sun","We Are The People","EMI Recorded Music Australia Pty Ltd",72,111,34,"34059"
78,"spotify:track:2S2od3hT7ceytw7d1pTRuE","Noah Cyrus, XXXTENTACION","Again (feat. XXXTENTACION)","Records Label, LLC",65,80,15,"33751"
