rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
130,"spotify:track:7vD6fJg66dEzbYXVvEyQCh","FORTUNA 812","TryToFriend","Skorost Music",11,129,85,"11884"
131,"spotify:track:31DoKPoVBMXfPcrlb44gF0","MORGENSHTERN","ПУСТОЙ ВОКЗАЛ","ALISHER",4,152,6,"11878"
132,"spotify:track:1yrQI5Ycgi7xU9P4i98NXL","Три дня дождя","Отпускай","Under exclusive license to Make It Music, ℗ 2022 IZBA",10,161,158,"11783"
133,"spotify:track:1o9P2grWjVGA2ypZtdSRS3","MACAN, YASMI","Jet","GOLDEN SOUND",68,99,3,"11748"
134,"spotify:track:5DeaUQWxyUxRC9dRFWV1g1","Lizer","Между нами","LIZER",46,127,103,"11588"
135,"spotify:track:5PCOOngROV9jWsUViSy4Ed","j-hope, GloRilla","Killin' It Girl (feat. GloRilla)","BIGHIT MUSIC",14,-1,7,"11559"
136,"spotify:track:4k3xDpAdBuM17mNNHhOZkK","Lil Peep, rainy bear","nuts","Death Note Music, LLC",129,137,29,"11558"
137,"spotify:track:3bf2pxdiuKsKPzqQ3irr8f","индозер","не плачь","AURORA RECORDS",137,-1,1,"11511"
138,"spotify:track:4gdR57m0amD2REYvxr71jr","FRIENDLY THUG 52 NGG, Markul","Skyscraper","KOALA MUSIC",17,189,14,"11497"
139,"spotify:track:1jvbTfTwq3BCz0MPJA0eCo","fallen777angel, mapt0v","(не) уходи","eclipse media",28,112,30,"11497"
140,"spotify:track:1nginMHZwOYjtYDndhCeY2","Три дня дождя, MONA","Прощание","Under exclusive license to Make It Music, ℗ 2023 IZBA",1,146,92,"11473"
141,"spotify:track:7onsPEhcLrvADBLmLUhDp5","FRIENDLY THUG 52 NGG","Graf Monte-Cristo","KOALA MUSIC",19,-1,7,"11441"
142,"spotify:track:5btmzICOnW8Vl6A2zqOV2S","MACAN, Basta","Пусть Бог будет рядом с твоими планами","GOLDEN SOUND",51,77,3,"11400"
143,"spotify:track:0nlAuSXPTsT3ws2zeNzI7K","SEREBRO","Мало тебя","MONOLIT",120,168,21,"11358"
144,"spotify:track:6aZw4hMz6ZZqjALf0GAbKy","Кишлак","Самый лучший день","Koala Music",6,148,125,"11325"
145,"spotify:track:17nSd6VAbcvsFxzRGTMpWn","Big Baby Tape, Aarne, Toxi$","Ameli","BENZO RECORDS",1,126,58,"11285"
146,"spotify:track:01pf0utNHmk5xB1Rc9cmZ4","Мэйби Бэйби, Baby Cute, Дора","Вуаля","Booking RM",146,-1,1,"11224"
147,"spotify:track:0gucTLf7trAf37Ua1uAyAu","Nirvana","Smells Like Teen Spirit - Remastered","Geffen",76,159,177,"11222"
148,"spotify:track:4oi4zOkiJ0x2D9WTTbrPWI","NEWLIGHTCHILD","СЕЙЧАС","CPLUS",15,156,80,"11203"
149,"spotify:track:5nmaedNS3KZOmu1Z02BLcD","Poshlaya Molly","Молли","DROPBLED",134,136,21,"11082"
150,"spotify:track:338H74m9VIvmEByCOu8RP7","Дайте танк (!)","Маленький","Дайте танк (!)",97,170,26,"11032"
151,"spotify:track:4Zl4u5XQLxs9FQCSR040eJ","Die Antwoord","Pitbull Terrier","Craft Recordings",151,151,2,"10981"
152,"spotify:track:7bQHty20BhXNYgvFfp2jgW","Max Korzh","Где твоя любовь?","Макс Корж",48,187,123,"10947"
153,"spotify:track:0M955bMOoilikPXwKLYpoi","Three Days Grace","I Hate Everything About You","Jive",126,162,39,"10905"
154,"spotify:track:76CHKMe1uNd7IgZeCZufhs","Lida, СЕРЕГА ПИРАТ","ЧСВ","Lida",1,147,79,"10896"
155,"spotify:track:4mTPviBGRgjPxeaQFnBDW3","Дора","Дорадура","Streaming club, under exclusive license to Rhymes Music Inc.",51,134,117,"10878"
156,"spotify:track:25L0OMA37M4Nxv40ON1aKl","Yanix, Thomas Mraz","Хочу К Тебе","Yanix",77,193,73,"10777"
157,"spotify:track:6HMk2bFT4VkIWwIAmDCqHj","Poshlaya Molly, HOFMANNITA","#HABIBATI","DROPBLED",2,200,120,"10772"
