rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
53,"spotify:track:0dCDNlZIJENBbRCVXVny7d","Amr Diab","Ana Ayesh","Global",47,47,111,"220645"
54,"spotify:track:2nQeY3iJpE57Rnc7r8z2Qx","Bahaa Sultan","انا من غيرك","Sony Music Entertainment",1,52,41,"213849"
55,"spotify:track:2Cs1t49qL52fPt6ikx15wp","Afroto, ONUY","KEBDA","The Basement Records",1,48,48,"212295"
56,"spotify:track:3FJ2RFcLUogTbyt9MGVQoC","Tamer Ashour","Kan Mawdo3","Tamer Ashour",17,60,141,"211932"
57,"spotify:track:7mfn9jHr5sUyRCMHdHy3x4","Tommy Gun, Rally","Etghayart","M —— TOWN RECORDS",16,49,31,"209485"
58,"spotify:track:0kZtRxxBDbMO4vZApAiNOZ","Youssif Elashry","اتنسينا","Modissa - Youssif Elashry",1,40,41,"207792"
59,"spotify:track:02G9n2WgsNd2j7CqTmcDR2","Wegz","عفاريت الأسفلت","Takwene",1,76,212,"206342"
60,"spotify:track:45VT46xVVf2haISCNCdt6U","Tamer Ashour","Yaah","The Basement Records",8,67,33,"203625"
61,"spotify:track:13Jz0eiEwpHJMCIVaqkFpf","Eslam Kabonga, Ahmed Moza","انا لسه علي وضعي","Islam Kabonga",42,46,11,"203407"
62,"spotify:track:5LcThJzvvRzOZZb4apH9Px","زاد","Ana Meen","WKS LTD",4,53,50,"203220"
63,"spotify:track:1dDMi1rMxOXGFVDFcF41Ii","Fadel Chaker, Mohamed Chaker","Kifek 3A Fra2e","Fadel Chaker",31,36,4,"198817"
64,"spotify:track:5ETFNSZAqO6A66VrgXkd6v","Marwan Pablo, Abyusif","KARMA","Quality Clique",1,58,36,"197836"
65,"spotify:track:7wXCvrSJxHVH0uEAzyY1Ct","Ramy Sabry","الحب عيبنا","Universal Music MENA",7,69,21,"194995"
