rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
26,"spotify:track:1ic3Thr0mG0IsBE98pPcQ2","aespa","Dirty Work","aespa",4,31,6,"213842"
27,"spotify:track:7Cnpb1vBbC46RgVyyKLH7p","aespa","Whiplash","aespa",4,29,42,"209146"
28,"spotify:track:7z2M7DsEjZjwXBkWG3zd21","Stefanie Sun","我懷念的","WM Taiwan",11,24,166,"207254"
29,"spotify:track:5doooVlMVRZztQbySqARMI","G-DRAGON, TAEYANG, DAESUNG","HOME SWEET HOME (feat. TAEYANG & DAESUNG)","Galaxy Corporation / EMPIRE",5,23,37,"202543"
30,"spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c","ROSÉ, Bruno Mars","APT.","Atlantic Records",1,28,42,"199366"
31,"spotify:track:2xYrGeWUjwGvB0KMAfUFSd","菲菲公主","第57次取消发送","坚诚文化",9,36,12,"196979"
32,"spotify:track:59lBAMCis4C6NsPdUV35Vz","Khalil Fong","愛愛愛","WM Hong Kong",3,68,24,"192566"
33,"spotify:track:2yWlGEgEfPot0lv3OAjuG3","Tate McRae, F1 The Album","Just Keep Watching (From F1® The Movie)","Atlantic Records",26,26,9,"185365"
34,"spotify:track:1NoDTQhJsrd5rnpb6PQthK","Bestards","離開的一路上","何樂音樂有限公司",1,33,92,"185290"
35,"spotify:track:5HVq8nS0pbM6G7YK8M7DY4","Amazing Show","愛情的大壞蛋","火玄火包股份有限公司 AmazingShow CO LTD",14,38,44,"184359"
36,"spotify:track:1vfUASvUGt3gxQ1x3T3u1C","en","嚣张","嗨库文化",8,34,294,"179814"
37,"spotify:track:1z5ebC9238uGoBgzYyvGpQ","ROSÉ","toxic till the end","Atlantic Records",3,32,35,"179001"
38,"spotify:track:0zXGUUy3TtLH9Oo0FRgbB8","BABYMONSTER","HOT SAUCE","YG Entertainment",14,30,5,"175557"
39,"spotify:track:0cOMncRq4cmDLO4tPQnkBF","Jay Chou","擱淺","Universal Music Taiwan (JVR)",11,43,207,"170337"
40,"spotify:track:1xOqGUkyxGQRdCvGpvWKmL","KATSEYE","Gabriela","HYBE/Geffen",17,48,7,"170092"
41,"spotify:track:7so0lgd0zP2Sbgs2d7a1SZ","Lady Gaga, Bruno Mars","Die With A Smile","Interscope Records",3,53,51,"170055"
42,"spotify:track:2JhbSmNAyM9kYiqwa8Tpla","aespa","Supernova","SM Entertainment",2,40,65,"169259"
43,"spotify:track:2NOMOpss7BmEXTL9f1koqn","ALLDAY PROJECT","WICKED","THEBLACKLABEL",21,42,6,"167494"
44,"spotify:track:13bw75oRjvxMv9VGIeM32i","David Tao","愛我還是他","Gold Typhoon Taiwan",13,39,66,"162788"
45,"spotify:track:6dOtVTDdiauQNBQEDOtlAB","Billie Eilish","BIRDS OF A FEATHER","Darkroom/Interscope Records",6,49,64,"160912"
