rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
148,"spotify:track:6tlZIGGXozhQpYyKesjwWL","Luke Combs","Back in the Saddle","Columbia Nashville",61,61,2,"2379377"
149,"spotify:track:4ZJ4vzLQekI0WntDbanNC7","Zach Bryan","Pink Skies","Warner Records",8,95,63,"2366418"
150,"spotify:track:51eSHglvG1RJXtL3qI5trr","Benson Boone","Slow It Down","Night Street Records, Inc./Warner Records Inc.",22,153,67,"2366142"
151,"spotify:track:58FbmtiyAlFBqFr8EorsSr","Morgan Wallen","7 Summers","Morgan Wallen",3,129,98,"2362582"
152,"spotify:track:5TFD2bmFKGhoCRbX61nXY5","Bad Bunny","NUEVAYoL","Rimas Entertainment LLC.",3,146,31,"2356148"
153,"spotify:track:5ihS6UUlyQAfmp48eSkxuQ","Fleetwood Mac","Landslide","Warner Records",153,-1,2,"2349019"
154,"spotify:track:3d9DChrdc6BOeFsbrZ3Is0","Red Hot Chili Peppers","Under the Bridge","Warner Records",154,197,6,"2343293"
155,"spotify:track:0WiyWiJDkNCyGNqkv7NByy","Morgan Wallen","Chasin' You","Morgan Wallen",55,164,166,"2341055"
156,"spotify:track:3xKsf9qdS1CyvXSMEid6g8","Frank Ocean","Pink + White","Boys Don't Cry",30,154,156,"2335496"
157,"spotify:track:1BDLD4c07q0bmq2VCRsXoE","Morgan Wallen, Post Malone","I Ain't Comin' Back (feat. Post Malone)","Big Loud Records / Mercury Records / Republic Records",4,128,16,"2334385"
158,"spotify:track:1IWDzlzjmhKZQp3dqXfv6W","$uicideboy$, Night Lovell","Carried Away","G59 Records",158,-1,1,"2324547"
159,"spotify:track:1WmBVbFmLt0w6zPP37TeCG","PinkPantheress","Illegal","Warner Records",76,131,7,"2311170"
160,"spotify:track:6dBUzqjtbnIa1TwYbyw5CM","TV Girl","Lovers Rock","TV Girl",38,-1,140,"2309615"
161,"spotify:track:3U5JVgI2x4rDyHGObzJfNf","Natasha Bedingfield","Unwritten","Sony Music CG",85,167,51,"2293708"
162,"spotify:track:3Gn1zuHNLtGuGEOXwq0k7e","Chris Stapleton","Think I'm In Love With You","Mercury Nashville",130,198,15,"2292765"
163,"spotify:track:3GEGJVMKsI9OcVGMQsZ46R","$uicideboy$","Chain Breaker","G59 Records",163,-1,1,"2290957"
164,"spotify:track:0bxPRWprUVpQK0UFcddkrA","Kehlani","Folded","TSNMI / Atlantic",164,-1,1,"2290068"
165,"spotify:track:6P7tj3Pkm6iXlnZmGiS1VS","Forrest Frank, The Figs","LEMONADE","river house records",165,-1,1,"2289922"
166,"spotify:track:2FAZskT9yRjp2Oow9szJD8","Chrystal, NOTION","The Days - NOTION Remix","Polydor Records",64,170,31,"2284142"
167,"spotify:track:7DIMKlmJ0CL6eROkbptoqi","Tyler, The Creator","Sucka Free","Columbia",16,45,3,"2278836"
168,"spotify:track:7cA3PnUQDlUyBBwpRozQeo","Old Dominion","One Man Band","RCA Records Label Nashville",71,-1,55,"2278814"
169,"spotify:track:56bPsRfOKla3bGGmVz1uk4","Los Dareyes De La Sierra","Frecuencia","Double P Records",123,152,6,"2276521"
170,"spotify:track:5TgEJ62DOzBpGxZ7WRsrqb","Hozier","Work Song","Universal-Island Records Ltd.",103,-1,38,"2274993"
171,"spotify:track:6ouhsRJ7gExB7LCYjITk4Y","Addison Rae","Diet Pepsi","Columbia",35,-1,16,"2269803"
172,"spotify:track:3Vr3zh0r7ALn8VLqCiRR10","Myles Smith","Stargazing","RCA Records Label",24,192,46,"2264417"
173,"spotify:track:1VOSSXuWRcBj2rpfxNdX9v","Whiskey Myers","Broken Window Serenade","Whiskey Myers",173,-1,1,"2256138"
